8.2
7
7.2
6.8
8.8
7.3
8.1
7.2
6.8
6.6
5.2
8
6.5
7
8
8.6
7.8
7.3
7.7
11
10.8
5.9
7.6
9.5
9.8
8.2
8.9
9.4
8
7.9
7.5
8.3
7.7
9.5
8.1
5.7
